7.120026683,41929.33978,180.4796697,575.6091079,167.9482893,61.04562566,4.897584673,400.8766249,1181.373978,1200.788614,538.3185002
6.57840891,41435.62005,176.144387,577.6753616,169.3464688,58.80592212,4.823573111,397.0880023,1179.167662,1199.976075,147.2429392
6.918542593,42574.64895,179.1376676,576.6761141,148.0676386,60.59153027,5.023396596,399.9449646,1180.486702,1200.228136,164.9830747
6.496788379,41130.63478,181.1699379,572.608962,146.9970596,59.77773574,5.045097071,401.8459356,1179.127993,1199.286307,182.3212737
7.003639346,42131.37943,175.5416798,585.7642413,150.0805459,62.10377562,5.277500617,398.6339748,1180.425559,1203.759403,144.2301244
6.516811681,40962.1432,175.503406,570.4067105,158.9465394,61.37252828,5.228123866,398.7584571,1181.382095,1201.236373,146.7693446
6.747363776,41771.8477,185.8358881,580.1160378,175.4827476,61.25586565,4.951643943,401.1235342,1178.36545,1199.822788,235.3982836
7.863400916,40973.85374,183.7471945,574.4938208,160.6302215,60.54071952,5.059056706,400.7680388,1180.833001,1199.524864,544.5693397
7.150088818,42957.62812,174.879869,567.6733172,145.4154151,59.7213018,5.067759629,401.5273073,1180.669027,1198.586106,287.7655475
7.511589387,42522.09611,178.7076986,576.176595,153.3264276,59.18275125,5.105751725,400.6786257,1183.140975,1199.179433,162.6784877
6.665225827,42092.8944,175.9725919,575.7006248,170.6904973,60.69921927,5.059704711,399.6863792,1181.77858,1197.643868,164.760272
7.182437757,43955.65593,187.0864649,572.9184861,150.2347572,59.01867922,5.045655031,400.6886758,1181.62451,1199.100266,465.5221106
6.987927427,41605.05951,173.9851378,562.9590592,155.2591035,60.47730012,4.801319033,400.1599076,1180.872389,1200.055131,695.0146738
6.577961831,42403.84725,171.3500275,566.8175703,157.2487775,58.68273349,5.026800471,400.0548943,1178.698909,1202.023121,167.6509106
7.136630927,42624.65241,184.1353115,577.8960436,160.2259176,59.34202969,5.000586128,400.6941419,1180.385879,1200.137642,304.2953778
6.954133853,43408.05971,175.2734642,576.6643684,146.9398943,60.87964363,5.096289321,399.4182429,1181.992622,1199.627502,170.7818882
6.783161873,42893.88577,178.5803561,581.3484267,149.8060235,58.2550505,4.981991955,399.4101834,1178.995257,1199.414949,510.2813636
7.209678353,41333.86355,187.1091856,565.69779,168.0166945,59.85853486,5.082202081,400.0170947,1178.484302,1199.221865,1342.621098
6.985443739,41041.5552,185.3077631,573.8706706,153.2968419,60.04886906,5.072837773,400.7545256,1178.458591,1200.506033,653.355517
7.675573001,42689.58626,186.1258698,570.4301268,166.4277164,60.23776007,4.989061055,399.7176662,1179.321575,1199.943304,399.4351306
